Player,Squad,Pos,Nation,Age,Min,90s,npxG,Gls,Ast,Sh,SoT,SCA,GCA,PrgP,PrgC,KP,Succ,Crs,Pass_Short_Cmp,Pass_Med_Cmp,Pass_Long_Cmp,Tkl,TklW,Int,Blocks,Clr,Recov,Won%,market_value_in_eur
Jamie Gittens,Dortmund,"FW,MF",eng ENG,19.0,1776,19.7,3.6,8,3,2.64,1.22,3.71,0.51,42,113,1.07,3.91,2.49,14.1,5.63,0.96,1.57,0.96,0.51,1.12,0.2,3.2,41.7,50000000.0
Serge Gnabry,Bayern Munich,"FW,MF",de GER,29.0,1242,13.8,6.8,7,5,3.48,1.23,4.06,0.94,48,44,1.74,1.3,1.59,22.9,10.8,1.52,1.45,0.8,0.43,1.01,0.65,3.41,28.6,25000000.0
Ben Godfrey,Ipswich Town,DF,eng ENG,26.0,159,1.8,0.0,0,0,0.0,0.0,0.56,0.0,4,2,0.0,0.0,0.0,16.7,8.89,0.0,0.56,0.0,1.11,1.67,1.67,1.11,100.0,8000000.0
Ben Godfrey,Atalanta,DF,eng ENG,26.0,23,0.3,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,16.7,6.67,3.33,0.0,0.0,0.0,3.33,0.0,6.67,,8000000.0
Martial Godo,Fulham,"FW,DF",eng ENG,21.0,24,0.3,0.0,0,0,0.0,0.0,3.33,0.0,3,2,3.33,3.33,3.33,20.0,16.7,3.33,0.0,0.0,3.33,6.67,0.0,3.33,0.0,
Saba Goglichidze,Empoli,DF,ge GEO,20.0,2539,28.2,0.3,0,1,0.21,0.0,0.46,0.07,45,12,0.11,0.14,0.18,7.8,14.2,3.44,2.27,1.31,1.17,0.46,3.44,3.83,34.1,8000000.0
Edoardo Goldaniga,Como,DF,it ITA,30.0,2532,28.1,2.5,1,0,0.43,0.18,0.89,0.11,81,20,0.14,0.11,0.32,17.7,24.3,3.81,1.21,0.75,1.17,0.36,3.63,2.63,59.8,2000000.0
Michael Golding,Leicester City,MF,eng ENG,18.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000000.0
Aleksandr Golovin,Monaco,"MF,FW",ru RUS,28.0,1153,12.8,2.3,3,0,1.88,0.7,3.75,0.08,112,39,1.88,1.72,1.8,22.0,13.3,4.22,2.97,1.88,0.94,1.02,0.55,7.89,40.9,25000000.0
André Gomes,Lille,MF,pt POR,31.0,1276,14.2,0.5,0,0,0.77,0.21,1.83,0.07,101,18,0.7,0.7,0.77,30.6,23.7,4.37,1.9,0.92,0.42,0.77,0.77,6.48,56.3,8000000.0
Angel Gomes,Lille,MF,eng ENG,23.0,736,8.2,0.9,1,1,0.98,0.24,3.41,0.37,49,15,1.71,0.61,1.22,17.3,14.5,2.56,1.22,0.73,0.0,0.98,0.24,2.44,45.5,20000000.0
João Gomes,Wolves,MF,br BRA,23.0,2974,33.0,2.9,3,1,1.06,0.21,2.03,0.12,165,59,0.7,0.91,0.88,24.6,13.0,2.0,3.52,2.15,0.76,0.73,1.0,6.06,29.7,40000000.0
Rodrigo Gomes,Wolves,"DF,FW",pt POR,21.0,810,9.0,0.7,2,0,0.78,0.33,2.44,0.11,27,23,1.33,0.56,2.56,13.4,8.0,0.89,2.56,1.67,0.78,1.11,2.22,3.11,32.0,15000000.0
Toti Gomes,Wolves,DF,pt POR,25.0,2614,29.0,0.7,0,1,0.24,0.07,0.72,0.03,86,27,0.31,0.69,0.45,23.3,23.2,3.07,2.1,1.48,0.86,0.72,5.24,4.0,67.1,
Carlos Gómez,Rennes,"MF,DF",co COL,21.0,381,4.2,1.3,3,0,2.14,1.19,2.86,0.0,9,9,1.19,1.9,4.52,12.4,6.19,0.95,1.9,1.43,0.48,0.48,0.48,3.81,25.0,
Dani Gómez,Valencia,FW,es ESP,26.0,532,5.9,2.7,2,0,2.37,1.02,1.02,0.0,6,3,0.17,0.51,0.0,7.46,2.54,0.0,0.51,0.34,0.34,1.02,0.68,2.37,22.6,
Diego Gómez,Brighton,MF,py PAR,21.0,516,5.7,0.9,1,0,1.58,0.53,3.33,0.7,27,8,1.4,1.05,2.11,24.2,14.7,2.46,3.68,2.28,1.4,1.58,1.75,5.61,71.4,13000000.0
Joe Gomez,Liverpool,DF,eng ENG,27.0,519,5.8,0.3,0,0,0.52,0.34,0.86,0.17,35,5,0.34,0.0,0.34,26.7,32.9,4.48,2.24,1.72,1.21,0.34,3.45,5.86,69.2,25000000.0
Moi Gómez,Osasuna,"MF,FW",es ESP,30.0,796,8.8,0.5,0,0,0.68,0.11,2.16,0.0,49,13,1.25,1.59,3.18,23.2,16.5,4.09,1.48,1.02,0.68,1.82,0.8,7.5,36.8,3000000.0
Sergi Gómez,Espanyol,DF,es ESP,32.0,664,7.4,0.3,0,0,0.27,0.14,0.54,0.0,8,0,0.0,0.0,0.14,12.0,25.8,4.05,1.08,0.68,0.95,0.14,5.14,2.03,33.3,900000.0
Sergio Gómez,Real Sociedad,"MF,DF",es ESP,23.0,2738,30.4,1.9,2,5,0.59,0.33,3.36,0.33,93,43,1.84,0.72,7.6,19.3,11.3,3.55,2.34,1.28,0.63,1.55,0.99,4.8,47.6,20000000.0
Unai Gómez,Athletic Club,"MF,FW",es ESP,21.0,1284,14.3,1.9,1,3,1.33,0.28,1.61,0.21,23,19,0.7,0.84,1.61,8.11,5.52,1.33,0.84,0.56,0.14,0.42,1.05,2.94,48.3,6000000.0
Tidiam Gomis,RB Leipzig,"MF,FW",fr FRA,17.0,152,1.7,0.3,0,1,2.94,0.59,5.29,0.59,3,5,1.76,2.94,2.35,19.4,4.12,0.59,0.0,0.0,0.59,0.59,0.0,2.94,25.0,3000000.0
Fabio González,Las Palmas,MF,es ESP,27.0,53,0.6,0.1,0,0,3.33,0.0,3.33,1.67,6,0,0.0,0.0,1.67,33.3,30.0,6.67,0.0,0.0,0.0,5.0,0.0,5.0,100.0,
Nicolás González,Manchester City,MF,es ESP,22.0,760,8.4,0.5,1,0,1.07,0.24,1.79,0.36,50,9,0.12,0.12,0.12,39.5,26.5,1.67,1.9,0.71,0.95,0.6,2.5,3.69,57.1,
Nicolás González,Juventus,"FW,MF",ar ARG,26.0,1750,19.4,4.1,3,2,2.32,1.08,2.42,0.21,69,35,0.98,0.88,0.77,12.2,10.2,1.7,1.24,0.67,0.46,1.24,1.91,3.56,55.7,
Peter González,Getafe,"MF,FW",do DOM,22.0,477,5.3,1.3,0,0,2.26,0.75,2.45,0.19,6,8,0.75,0.57,2.64,8.87,5.66,0.57,2.08,1.13,0.38,1.13,0.94,3.77,43.5,
Urko González,Espanyol,MF,es ESP,23.0,1374,15.3,0.5,0,2,0.26,0.13,1.5,0.33,62,18,0.65,0.39,0.2,9.93,9.48,1.96,3.01,1.83,0.52,0.92,2.55,4.64,57.1,
Urko González,Real Sociedad,MF,es ESP,23.0,45,0.5,0.0,0,0,0.0,0.0,2.0,0.0,1,0,0.0,0.0,2.0,14.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,
Anthony Gordon,Newcastle Utd,"FW,MF",eng ENG,23.0,2434,27.0,6.5,6,5,2.11,0.59,3.74,0.44,98,121,1.89,1.41,4.85,14.7,9.04,2.07,1.19,0.67,0.26,1.41,0.33,3.59,50.0,65000000.0
Leon Goretzka,Bayern Munich,"MF,DF",de GER,29.0,1325,14.7,2.8,4,1,2.18,0.75,1.9,0.14,127,35,0.82,0.48,0.34,39.7,31.4,3.06,1.43,0.75,1.36,0.82,1.7,5.24,54.4,22000000.0
