Player,Squad,Pos,Nation,Age,Min,90s,npxG,Gls,Ast,Sh,SoT,SCA,GCA,PrgP,PrgC,KP,Succ,Crs,Pass_Short_Cmp,Pass_Med_Cmp,Pass_Long_Cmp,Tkl,TklW,Int,Blocks,Clr,Recov,Won%,market_value_in_eur
Gorka Rivera Alonso,Getafe,"DF,MF",es ESP,19.0,20,0.2,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,5.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,
Sergi Roberto,Como,MF,es ESP,32.0,696,7.7,0.7,0,1,0.78,0.13,3.12,0.13,36,10,1.95,0.39,0.78,39.2,16.4,1.69,1.82,1.04,1.17,1.3,1.82,6.23,43.8,2000000.0
Andrew Robertson,Liverpool,DF,sct SCO,30.0,2482,27.6,1.2,0,1,0.54,0.07,2.9,0.14,176,64,1.45,0.25,5.33,27.5,24.3,3.99,1.41,0.8,0.76,1.27,1.96,3.8,33.3,20000000.0
Antonee Robinson,Fulham,DF,us USA,26.0,3167,35.2,0.7,0,10,0.45,0.06,2.27,0.31,131,118,1.22,1.08,4.83,21.7,19.3,3.81,2.7,1.73,1.76,1.34,3.78,4.46,65.8,35000000.0
Jay Robinson,Southampton,"MF,FW",eng ENG,17.0,137,1.5,0.0,0,0,0.67,0.67,5.33,0.67,1,3,2.0,4.0,0.67,9.33,4.0,0.67,2.67,0.67,0.0,1.33,0.67,8.0,0.0,
Marc Roca,Betis,MF,es ESP,27.0,906,10.1,1.1,2,2,1.19,0.4,2.38,0.1,59,11,1.19,0.4,0.99,21.8,19.6,3.27,1.98,1.39,1.39,0.99,1.39,5.05,27.8,8000000.0
Rodri,Manchester City,MF,es ESP,28.0,73,0.8,0.0,0,0,0.0,0.0,2.5,0.0,4,1,1.25,0.0,0.0,38.8,31.3,8.75,2.5,1.25,1.25,0.0,1.25,8.75,100.0,130000000.0
Rodri,Betis,FW,es ESP,24.0,118,1.3,0.2,0,0,1.54,1.54,8.46,0.0,8,4,1.54,1.54,4.62,26.9,10.8,5.38,1.54,0.77,0.77,2.31,0.77,7.69,0.0,130000000.0
Alejandro Rodriguez,Lyon,MF,pt POR,16.0,20,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,
Álvaro Rodríguez,Getafe,FW,uy URU,20.0,852,9.5,1.2,2,0,2.63,1.05,1.68,0.0,13,6,0.53,1.68,0.53,7.47,3.16,0.42,1.05,0.74,0.32,0.21,1.26,3.26,55.3,2500000.0
Óscar Rodríguez Arnaiz,Leganés,"MF,FW",es ESP,26.0,1330,14.8,2.1,1,4,2.23,0.41,3.24,0.61,60,24,1.28,1.42,3.72,13.0,9.39,3.45,2.16,1.15,1.35,0.88,1.35,3.78,33.3,
Arturo Rodríguez,Las Palmas,FW,es ESP,17.0,21,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,10.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
Damián Rodríguez,Celta Vigo,MF,es ESP,21.0,927,10.3,0.1,0,0,0.39,0.0,2.52,0.19,71,8,1.65,0.0,2.91,30.9,33.1,5.34,1.36,0.87,0.68,0.97,1.26,4.76,0.0,3000000.0
Dani Rodríguez,Mallorca,"MF,FW",es ESP,36.0,2162,24.0,2.8,4,7,1.29,0.42,2.58,0.5,78,37,1.38,0.67,4.83,10.7,7.13,2.21,2.04,1.21,0.5,0.71,1.25,2.92,42.2,900000.0
Daniel Rodriguez,Barcelona,FW,es ESP,18.0,37,0.4,0.0,0,0,5.0,0.0,5.0,0.0,2,4,0.0,0.0,7.5,22.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Guido Rodríguez,West Ham,MF,ar ARG,30.0,1149,12.8,0.2,0,1,0.63,0.08,0.94,0.08,33,4,0.31,0.23,0.39,18.7,15.2,2.97,2.81,1.48,1.02,1.02,2.73,4.14,61.1,12000000.0
James Rodríguez,Rayo Vallecano,"MF,FW",co COL,33.0,140,1.6,0.3,0,0,2.5,1.25,3.75,0.0,13,3,1.25,3.13,8.13,25.0,13.1,8.13,1.88,1.25,0.63,0.0,0.0,5.0,40.0,
Javi Rodríguez,Celta Vigo,DF,es ESP,21.0,2514,27.9,2.3,3,2,0.43,0.18,1.25,0.11,114,29,0.47,0.36,0.14,20.6,27.6,4.52,1.9,1.36,1.18,0.65,3.44,3.12,53.3,10000000.0
Jesus Rodríguez,Betis,FW,es ESP,18.0,1111,12.3,2.3,2,0,1.87,0.65,2.76,0.41,35,53,0.65,2.44,1.46,12.8,4.63,0.73,1.3,1.14,0.49,1.3,0.24,4.72,27.3,
Kirian Rodríguez,Las Palmas,MF,es ESP,28.0,1758,19.5,1.6,0,3,1.08,0.41,2.51,0.36,128,25,0.82,0.56,0.92,28.0,19.4,3.85,1.69,0.87,0.51,0.77,1.08,5.13,43.3,12000000.0
Ricardo Rodríguez,Betis,DF,ch SUI,31.0,1274,14.2,0.2,0,1,0.35,0.07,1.9,0.14,63,19,0.49,0.28,1.06,24.4,15.5,1.97,1.97,1.06,0.56,0.56,3.59,3.87,61.4,2500000.0
Rodrygo,Real Madrid,"FW,MF",br BRA,23.0,1928,21.4,3.9,6,5,2.52,0.93,4.95,0.42,108,113,2.29,2.29,3.79,28.9,10.9,1.64,0.98,0.65,0.51,0.7,0.42,3.32,30.4,100000000.0
Mads Roerslev,Brentford,DF,dk DEN,25.0,1101,12.2,0.2,0,2,0.41,0.16,1.72,0.16,51,17,1.15,0.57,2.54,16.8,14.7,2.21,1.48,0.66,0.33,0.9,2.87,3.2,41.7,8000000.0
Mads Roerslev,Wolfsburg,DF,dk DEN,25.0,298,3.3,0.0,0,0,0.0,0.0,1.82,0.61,13,7,0.3,0.61,2.12,18.2,21.5,3.64,3.03,2.73,1.52,1.82,4.85,2.42,22.2,8000000.0
Morgan Rogers,Aston Villa,"FW,MF",eng ENG,22.0,3114,34.6,6.6,8,10,1.59,0.58,3.03,0.46,123,114,1.47,1.91,0.78,10.8,5.87,1.42,1.24,0.64,0.17,1.3,0.58,3.44,20.0,50000000.0
Merlin Röhl,Freiburg,"MF,FW",de GER,22.0,965,10.7,0.8,0,1,1.12,0.28,2.34,0.28,22,20,0.84,1.12,1.12,8.79,6.82,1.21,1.5,0.93,0.56,1.12,0.19,4.58,29.2,12000000.0
Alessio Romagnoli,Lazio,DF,it ITA,29.0,2672,29.7,2.4,2,0,0.67,0.24,0.91,0.03,90,8,0.3,0.03,0.0,22.7,28.2,2.96,1.62,0.98,0.88,0.24,3.97,3.23,64.1,12000000.0
Carlos Romero,Espanyol,DF,es ESP,22.0,2554,28.4,2.0,2,1,1.02,0.21,2.18,0.14,64,50,1.02,0.77,3.24,12.6,10.4,1.94,2.57,1.65,1.06,1.2,3.59,4.4,36.8,3000000.0
Cristian Romero,Tottenham,DF,ar ARG,26.0,1416,15.7,1.6,1,0,1.02,0.51,1.27,0.25,71,12,0.45,0.06,0.19,23.6,40.1,5.1,2.23,1.85,1.34,0.45,3.63,5.73,60.3,55000000.0
Isaac Romero,Sevilla,FW,es ESP,24.0,2156,24.0,6.0,4,2,2.21,0.71,1.83,0.29,29,21,0.83,0.88,0.75,7.17,3.83,1.29,0.54,0.29,0.29,0.71,1.13,2.46,36.3,10000000.0
Luka Romero,Alavés,"FW,MF",ar ARG,19.0,199,2.2,0.0,0,0,0.45,0.0,3.64,0.45,0,3,1.82,0.45,4.55,8.18,6.36,0.45,1.82,1.82,0.45,0.45,0.0,4.09,33.3,
Oriol Romeu,Girona,MF,es ESP,32.0,1356,15.1,0.1,0,0,0.33,0.07,1.32,0.07,73,22,0.53,0.26,0.53,23.2,24.6,4.24,2.52,1.66,0.79,0.73,1.32,4.7,41.9,1800000.0
Valentin Rongier,Marseille,"MF,DF",fr FRA,29.0,1562,17.4,1.0,3,1,0.8,0.4,2.01,0.34,110,25,0.63,0.63,0.4,42.4,26.6,1.9,2.87,1.61,1.9,1.44,1.61,4.94,54.2,9000000.0
Marten de Roon,Atalanta,"MF,DF",nl NED,33.0,3058,34.0,0.9,4,4,0.41,0.12,2.15,0.41,242,37,0.74,0.18,0.82,21.2,29.8,5.38,2.18,1.41,1.38,0.5,1.97,4.12,61.3,7000000.0
Vitor Roque,Betis,FW,br BRA,19.0,1235,13.7,6.1,4,0,2.99,1.31,2.48,0.29,17,24,0.88,0.73,0.44,5.33,3.58,0.44,0.8,0.44,0.51,0.51,0.29,2.55,34.1,
Pablo Rosario,Nice,"MF,DF",do DOM,27.0,1775,19.7,3.0,3,1,0.81,0.36,1.78,0.1,89,17,0.81,0.46,0.15,15.8,14.4,1.88,1.52,1.02,1.57,0.56,2.18,3.05,60.0,8000000.0
Lasse Rosenboom,Holstein Kiel,DF,de GER,22.0,1734,19.3,1.9,2,2,0.62,0.26,1.3,0.16,34,19,0.73,0.36,0.93,6.94,7.98,1.87,2.44,1.81,0.98,1.14,3.68,2.95,43.5,1000000.0
Max Rosenfelder,Freiburg,DF,de GER,21.0,1249,13.9,0.4,1,0,0.36,0.07,1.08,0.07,29,24,0.36,1.01,0.65,17.6,21.6,1.44,1.94,1.22,0.5,1.29,4.68,4.32,35.3,4000000.0
Valentin Rosier,Leganés,DF,fr FRA,27.0,2595,28.8,0.9,1,2,0.49,0.14,1.22,0.21,74,41,0.38,0.8,1.35,18.2,12.2,1.84,2.5,1.81,1.81,0.94,5.17,4.2,60.5,3000000.0
Tom Rothe,Union Berlin,"DF,MF",de GER,19.0,1670,18.6,1.8,3,3,1.24,0.48,1.88,0.38,50,25,0.65,0.27,2.47,17.0,9.62,2.1,2.42,1.51,0.97,1.94,3.06,4.14,49.4,10000000.0
Anthony Rouault,Rennes,DF,fr FRA,23.0,972,10.8,0.5,0,0,0.65,0.28,0.93,0.0,36,3,0.09,0.0,0.0,16.5,36.0,4.44,1.11,0.74,0.74,0.65,6.02,4.44,65.1,10000000.0
Anthony Rouault,Stuttgart,DF,fr FRA,23.0,1212,13.5,0.5,1,0,0.37,0.07,0.81,0.0,52,6,0.44,0.15,0.07,23.0,30.0,4.22,1.11,0.81,1.41,0.22,4.67,4.67,61.1,10000000.0
Jonas Rouhi,Juventus,DF,se SWE,20.0,210,2.3,0.0,0,0,0.0,0.0,0.0,0.0,9,1,0.0,0.87,1.3,27.4,23.9,3.04,1.74,0.43,1.3,2.61,0.87,6.52,0.0,2000000.0
Jérôme Roussillon,Union Berlin,"DF,MF",fr FRA,31.0,136,1.5,0.1,0,0,1.33,0.0,0.67,0.0,11,2,0.0,0.67,6.67,12.0,15.3,2.67,0.0,0.0,1.33,2.0,4.67,1.33,50.0,1200000.0
Nicolò Rovella,Lazio,MF,it ITA,22.0,2718,30.2,1.5,0,3,0.93,0.26,2.35,0.1,159,45,1.03,0.6,1.23,24.0,30.5,6.06,2.78,1.66,1.56,0.36,1.52,5.1,36.7,28000000.0
Jonathan Rowe,Marseille,"FW,MF",eng ENG,21.0,807,9.0,3.5,3,3,4.0,1.67,4.22,0.78,31,30,2.0,2.22,3.11,16.2,7.89,0.78,1.67,1.22,0.22,0.89,0.44,2.33,33.3,12000000.0
Amir Rrahmani,Napoli,DF,xk KVX,30.0,3406,37.8,2.9,1,3,0.74,0.08,1.11,0.11,188,30,0.29,0.11,0.03,22.9,35.7,7.75,1.03,0.82,0.71,0.29,4.74,3.57,69.3,12000000.0
Tommaso Rubino,Fiorentina,MF,it ITA,17.0,8,0.1,0.0,0,0,0.0,0.0,10.0,0.0,1,0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,
Antonio Rüdiger,Real Madrid,DF,de GER,31.0,2291,25.5,1.7,0,0,0.94,0.16,1.1,0.08,94,20,0.27,0.12,0.16,25.3,34.3,6.59,0.78,0.51,0.35,0.2,3.76,4.0,59.3,24000000.0
Matteo Ruggeri,Atalanta,DF,it ITA,22.0,1751,19.5,0.2,0,3,0.15,0.1,2.0,0.21,114,60,1.23,0.31,4.21,31.4,21.5,2.92,2.0,1.23,1.13,1.28,2.56,6.36,60.5,20000000.0
Aitor Ruibal,Betis,"DF,FW",es ESP,28.0,1313,14.6,0.9,1,3,1.1,0.27,2.47,0.27,50,21,1.37,0.96,2.19,17.7,12.5,2.33,2.19,1.58,0.96,0.96,2.74,4.86,35.0,3500000.0
Abel Ruiz,Girona,FW,es ESP,24.0,1346,15.0,3.0,4,0,1.4,0.47,1.13,0.07,23,21,0.53,0.47,0.27,9.27,5.53,1.0,0.4,0.13,0.33,0.33,0.47,1.4,32.1,6000000.0
Ferrán Ruiz,Girona,MF,es ESP,21.0,18,0.2,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,
Fabián Ruiz Peña,Paris S-G,MF,es ESP,28.0,1923,21.4,4.3,4,5,2.01,0.56,4.16,0.65,205,47,1.68,0.65,1.26,34.7,26.9,4.72,1.73,1.12,0.75,1.26,1.26,6.31,38.5,
Georginio Rutter,Brighton,"MF,FW",fr FRA,22.0,1656,18.4,4.6,5,3,2.72,0.65,3.48,0.43,67,42,1.03,1.47,0.49,7.83,4.02,0.54,2.12,0.82,0.54,0.76,0.71,3.59,35.2,32000000.0
Julian Ryerson,Dortmund,DF,no NOR,26.0,2259,25.1,0.7,2,3,0.72,0.2,2.23,0.2,92,66,1.43,1.43,4.38,24.1,21.2,2.91,1.83,1.2,0.88,1.24,1.04,4.78,30.3,20000000.0
Elias Saad,St. Pauli,"FW,MF",tn TUN,24.0,900,10.0,2.8,3,2,2.6,0.8,3.5,0.4,27,29,1.4,1.6,1.4,11.0,5.4,0.9,2.0,1.3,0.3,1.2,0.1,4.3,26.7,4000000.0
Youssouf Sabaly,Betis,DF,sn SEN,31.0,1581,17.6,0.2,0,1,0.28,0.0,1.08,0.17,62,25,0.63,0.45,1.76,30.1,16.1,1.31,2.27,1.42,0.74,1.14,2.27,4.94,40.9,2000000.0
Emmanuel Sabbi,Le Havre,"FW,MF",us USA,26.0,653,7.3,1.9,0,0,2.05,0.55,2.74,0.27,15,11,0.55,1.51,2.05,6.03,4.52,1.1,1.92,0.96,0.41,0.55,0.55,3.56,40.9,
Stefano Sabelli,Genoa,DF,it ITA,31.0,2058,22.9,0.1,0,2,0.26,0.04,1.66,0.09,88,36,0.79,0.17,2.62,14.4,17.1,3.84,2.53,1.35,0.96,1.22,2.84,4.02,38.1,1500000.0
Marcel Sabitzer,Dortmund,MF,at AUT,30.0,1616,18.0,1.8,1,0,1.17,0.44,2.33,0.33,97,24,0.67,0.33,1.28,22.3,14.8,2.0,1.61,1.06,0.56,0.83,1.61,3.22,56.7,10000000.0
Falaye Sacko,Montpellier,DF,ml MLI,29.0,1233,13.7,0.0,0,1,0.0,0.0,1.46,0.07,59,21,0.51,0.15,0.88,18.7,17.4,2.48,1.02,0.58,0.95,1.02,1.53,3.8,36.4,2000000.0
Umar Sadiq,Valencia,FW,ng NGA,27.0,825,9.2,3.4,5,0,2.17,0.76,1.63,0.33,7,9,0.65,1.2,0.0,8.59,4.13,0.33,1.09,0.54,0.11,0.54,0.76,1.52,54.8,5000000.0
Umar Sadiq,Real Sociedad,FW,ng NGA,27.0,227,2.5,0.2,0,0,2.0,0.0,1.2,0.0,5,5,0.4,2.0,0.8,6.8,2.4,0.4,0.8,0.4,0.4,0.8,0.8,2.0,45.0,5000000.0
Alexis Saelemaekers,Roma,"DF,FW",be BEL,25.0,1389,15.4,2.5,7,3,1.62,0.78,3.57,0.65,53,39,1.56,1.43,3.44,25.0,12.1,2.47,2.14,1.3,0.58,1.3,0.52,4.87,72.7,17000000.0
Alexis Saelemaekers,Milan,"DF,FW",be BEL,25.0,90,1.0,0.0,0,0,0.0,0.0,9.0,0.0,4,7,2.0,0.0,10.0,40.0,16.0,8.0,1.0,1.0,1.0,0.0,0.0,4.0,,17000000.0
Jorge Sáenz,Leganés,DF,es ESP,27.0,1690,18.8,1.3,1,0,0.43,0.16,0.53,0.0,36,5,0.11,0.21,0.0,13.7,22.0,4.04,1.97,1.22,1.33,0.11,8.56,3.09,51.9,1200000.0
Modibo Sagnan,Montpellier,DF,ml MLI,25.0,2141,23.8,0.7,2,0,0.46,0.13,0.63,0.08,51,13,0.25,0.55,0.04,10.5,20.8,4.45,2.39,1.47,1.22,0.29,4.62,3.78,48.7,3000000.0
Richie Sagrado,Venezia,DF,be BEL,20.0,140,1.6,0.1,0,0,0.63,0.0,0.0,0.0,2,0,0.0,0.0,0.0,10.6,4.38,0.0,1.25,1.25,1.88,0.63,2.5,3.75,100.0,2000000.0
Osame Sahraoui,Lille,"FW,MF",ma MAR,23.0,1293,14.4,2.9,3,3,1.6,0.56,4.65,0.42,89,69,2.01,2.43,0.83,21.9,11.0,1.39,0.9,0.63,0.49,1.6,0.56,4.03,0.0,12000000.0
Wesley Saïd,Lens,FW,fr FRA,29.0,905,10.1,3.2,3,0,1.68,0.69,2.67,0.0,24,16,0.89,0.89,0.79,12.3,5.54,0.4,1.58,1.09,0.2,0.3,0.2,1.68,38.5,3500000.0
Théo Sainte-Luce,Montpellier,DF,fr FRA,25.0,1018,11.3,1.0,1,0,0.71,0.35,1.06,0.0,22,19,0.71,1.06,2.04,13.1,7.7,1.06,2.12,0.97,1.06,0.71,2.92,3.36,51.7,800000.0
Bukayo Saka,Arsenal,"FW,MF",eng ENG,22.0,1729,19.2,6.0,6,10,3.44,1.15,6.09,1.2,70,96,3.02,2.14,6.09,17.4,8.02,2.34,1.51,0.78,0.16,1.09,0.42,3.65,33.3,150000000.0
Faik Sakar,RB Leipzig,MF,de GER,16.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Marco Sala,Como,DF,it ITA,25.0,261,2.9,0.0,0,0,0.0,0.0,2.07,0.0,16,10,0.34,0.34,3.1,21.0,14.8,1.72,3.1,2.07,0.34,1.72,3.1,3.79,33.3,1000000.0
Marco Sala,Lecce,DF,it ITA,25.0,72,0.8,0.0,0,0,0.0,0.0,1.25,0.0,6,5,1.25,0.0,10.0,25.0,17.5,1.25,1.25,0.0,0.0,0.0,0.0,1.25,0.0,1000000.0
Ibrahim Salah,Brest,FW,ma MAR,22.0,358,4.0,0.6,1,1,3.25,1.0,2.75,0.5,7,15,1.5,2.25,3.75,12.0,5.75,2.0,1.0,0.5,0.5,1.75,0.0,5.0,25.0,4000000.0
Mohamed Salah,Liverpool,FW,eg EGY,32.0,3371,37.5,18.2,29,18,3.23,1.33,4.51,0.72,144,155,2.35,1.55,2.11,13.4,8.05,1.57,0.56,0.29,0.24,1.65,0.13,2.69,39.1,55000000.0
Anass Salah-Eddine,Roma,DF,ma MAR,22.0,152,1.7,0.3,0,1,1.18,0.59,2.35,0.59,2,8,1.18,0.0,3.53,24.1,24.7,1.76,0.59,0.59,0.59,2.35,1.18,3.53,0.0,8000000.0
Amine Salama,Reims,FW,fr FRA,24.0,373,4.1,0.7,0,0,2.2,0.73,1.95,0.0,9,12,1.22,1.71,0.98,8.29,4.39,1.71,0.73,0.49,0.24,0.98,0.0,2.68,40.0,1800000.0
Jan Salas,Mallorca,"MF,FW",es ESP,18.0,43,0.5,0.1,0,0,4.0,0.0,2.0,0.0,4,1,0.0,0.0,2.0,20.0,18.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,100.0,
Kike Salas,Sevilla,DF,es ESP,22.0,2238,24.9,1.9,3,2,0.92,0.24,0.68,0.16,59,7,0.24,0.12,0.36,16.8,23.3,4.22,1.89,1.12,1.29,0.64,5.86,3.82,70.0,8000000.0
Manolis Saliakas,St. Pauli,"MF,DF",gr GRE,27.0,2314,25.7,1.5,2,1,1.13,0.23,2.3,0.19,93,28,1.01,0.12,3.19,14.7,17.4,4.36,1.79,0.86,0.78,1.13,2.41,3.27,56.0,2800000.0
William Saliba,Arsenal,DF,fr FRA,23.0,3039,33.8,2.3,2,0,0.18,0.06,0.8,0.03,138,16,0.21,0.36,0.09,30.4,37.1,3.64,1.83,1.09,0.62,0.12,3.52,4.56,62.9,80000000.0
Mohammed Salisu,Monaco,DF,gh GHA,25.0,1023,11.4,0.8,1,0,0.7,0.35,1.23,0.09,68,8,0.26,0.0,0.0,23.1,31.2,3.51,2.46,1.58,1.4,0.61,4.74,4.82,66.0,15000000.0
Roland Sallai,Freiburg,"FW,MF",hu HUN,27.0,46,0.5,0.1,0,0,6.0,2.0,6.0,0.0,3,4,2.0,0.0,8.0,8.0,10.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,11000000.0
Yoann Salmier,Le Havre,DF,gf GUF,31.0,797,8.9,0.8,0,0,0.56,0.22,0.34,0.11,24,7,0.22,0.45,0.11,10.3,17.8,3.71,1.57,0.79,1.12,0.45,6.63,2.47,64.5,
Lazar Samardzic,Atalanta,MF,rs SRB,22.0,1169,13.0,2.0,2,1,2.54,0.92,5.92,0.46,92,54,2.69,2.08,4.62,20.9,14.5,5.23,1.62,1.15,0.15,0.62,0.46,3.85,14.8,
Diadie Samassékou,Hoffenheim,MF,ml MLI,28.0,290,3.2,0.1,0,0,0.94,0.31,1.25,0.0,11,3,0.0,1.25,0.0,26.6,15.9,1.25,1.56,1.56,1.56,0.31,1.56,5.63,33.3,
Mama Samba Baldé,Lyon,FW,gw GNB,28.0,33,0.4,0.1,0,0,2.5,0.0,2.5,0.0,1,1,0.0,0.0,0.0,7.5,0.0,0.0,5.0,5.0,2.5,0.0,2.5,2.5,100.0,
Mama Samba Baldé,Brest,FW,gw GNB,28.0,1149,12.8,3.0,2,3,2.27,0.63,3.28,0.39,22,35,1.25,1.33,0.78,6.8,4.77,1.48,1.02,0.7,0.47,0.86,1.09,2.89,41.7,
Albert Sambi Lokonga,Sevilla,MF,be BEL,24.0,1471,16.3,0.9,0,2,0.8,0.31,2.15,0.18,93,24,1.17,0.25,0.12,25.4,19.2,3.5,1.35,0.92,0.55,0.31,1.47,4.23,66.7,9000000.0
Junior Sambia,Empoli,"DF,FW",fr FRA,27.0,387,4.3,0.4,0,0,2.33,0.23,2.56,0.0,21,5,1.4,1.63,6.51,10.7,13.7,3.02,3.26,2.33,0.47,0.93,1.16,4.19,50.0,1400000.0
Chuky san jose,Valladolid,MF,es ESP,20.0,728,8.1,2.2,2,0,1.98,0.86,1.85,0.25,15,6,0.99,0.49,2.96,7.28,4.32,1.85,0.99,0.25,0.0,1.11,0.49,2.47,16.7,
Antonio Sanabria,Torino,FW,py PAR,28.0,1318,14.6,2.1,2,1,1.23,0.27,1.44,0.21,18,6,0.62,0.41,0.0,8.42,4.38,0.62,0.21,0.21,0.07,0.14,0.89,1.64,31.0,4000000.0
Oihan Sancet,Athletic Club,MF,es ESP,24.0,1620,18.0,7.3,15,1,2.61,0.94,2.78,0.44,90,52,1.17,1.33,1.0,14.9,8.72,1.28,0.72,0.44,0.28,0.78,0.33,4.28,48.0,60000000.0
Alexis Sánchez,Udinese,FW,cl CHI,35.0,437,4.9,0.8,0,0,1.43,0.0,3.67,0.0,19,2,0.61,0.82,1.63,13.7,7.55,2.86,0.61,0.2,0.82,0.82,0.2,3.47,14.3,2000000.0
Antonio Sánchez,Mallorca,"MF,DF",es ESP,27.0,1395,15.5,1.1,0,0,1.1,0.13,1.16,0.0,38,18,0.32,0.9,2.13,12.6,9.1,2.39,1.81,1.03,1.16,0.84,2.32,4.97,27.3,2500000.0
Iván Sánchez,Valladolid,"MF,FW",es ESP,31.0,1404,15.6,0.7,2,1,0.96,0.32,4.1,0.32,77,60,1.54,1.79,7.31,12.5,9.68,4.04,2.37,1.28,0.9,0.96,0.64,3.78,50.0,600000.0
Javi Sánchez,Valladolid,DF,es ESP,27.0,2026,22.5,0.5,2,0,0.49,0.22,0.62,0.09,34,4,0.27,0.09,0.0,14.0,25.9,4.98,1.16,0.71,0.98,0.27,4.93,2.53,52.3,1800000.0
Juanlu Sánchez,Sevilla,"MF,DF",es ESP,20.0,1722,19.1,2.1,4,4,0.68,0.31,2.09,0.26,68,44,1.26,0.58,2.09,17.4,11.6,0.47,2.62,1.78,0.89,1.62,0.99,3.46,50.0,12000000.0
Manu Sánchez,Alavés,DF,es ESP,23.0,2634,29.3,1.7,1,0,0.41,0.07,1.37,0.1,78,47,0.55,0.27,2.66,14.4,11.2,1.43,2.83,1.91,1.02,1.47,2.59,3.58,20.0,6000000.0
Jadon Sancho,Chelsea,FW,eng ENG,24.0,1764,19.6,2.2,3,4,1.22,0.41,3.57,0.51,90,102,1.94,2.3,1.28,21.2,10.6,0.71,0.66,0.36,0.1,1.22,0.41,5.05,35.3,30000000.0
Philipp Sander,Gladbach,MF,de GER,26.0,1400,15.6,1.2,1,0,1.15,0.45,1.79,0.06,60,16,0.83,0.71,1.41,20.1,16.0,1.99,2.12,1.09,1.47,0.96,2.82,5.26,62.7,4000000.0
James Sands,St. Pauli,"MF,DF",us USA,24.0,453,5.0,0.1,0,0,0.2,0.0,1.4,0.0,16,0,0.2,0.2,0.4,15.2,12.4,1.2,3.0,1.2,1.0,1.0,1.6,4.2,68.0,3000000.0
Leroy Sané,Bayern Munich,FW,de GER,28.0,1637,18.2,10.2,11,5,3.68,1.59,4.18,0.49,64,75,1.98,2.14,2.8,24.1,13.9,1.59,1.26,0.82,0.38,1.54,0.16,4.51,53.8,38000000.0
Arouna Sangante,Le Havre,DF,sn SEN,22.0,1244,13.8,1.0,3,0,0.51,0.29,0.87,0.0,48,11,0.22,0.36,0.14,16.3,30.3,3.19,1.81,1.16,1.52,0.22,4.71,3.84,60.0,10000000.0
Ibrahim Sangaré,Nott'ham Forest,MF,ci CIV,26.0,590,6.6,0.0,0,1,0.15,0.15,1.21,0.0,27,1,0.61,0.0,0.3,19.5,17.7,3.03,4.24,2.12,0.91,1.36,1.97,6.36,50.0,28000000.0
Nhoa Sangui,Reims,"DF,MF",fr FRA,18.0,1158,12.9,0.1,0,2,0.23,0.0,1.4,0.39,45,21,0.39,0.78,1.24,23.0,13.3,1.55,1.24,0.7,0.62,1.16,1.78,4.96,33.3,2500000.0
Maroan Sannadi,Athletic Club,FW,ma MAR,23.0,754,8.4,3.5,1,1,2.26,0.83,1.9,0.24,15,21,0.83,1.67,0.71,8.33,3.57,0.71,0.6,0.0,0.12,1.07,0.24,2.86,45.2,5000000.0
Kaishu Sano,Mainz 05,MF,jp JPN,23.0,3043,33.8,0.9,0,0,0.59,0.06,1.83,0.15,159,53,0.56,0.95,0.33,17.4,14.1,2.04,1.8,1.07,1.92,0.77,1.66,5.62,52.9,17000000.0
Morgan Sanson,Nice,MF,fr FRA,29.0,235,2.6,1.5,3,0,3.46,1.54,2.31,0.0,13,5,0.38,0.77,1.54,16.9,11.2,3.46,2.31,1.15,1.54,0.77,0.77,3.85,33.3,5000000.0
Nicola Sansone,Lecce,"MF,FW",it ITA,32.0,65,0.7,0.2,0,0,4.29,1.43,7.14,0.0,1,0,1.43,0.0,5.71,15.7,5.71,4.29,0.0,0.0,0.0,0.0,0.0,1.43,0.0,400000.0
Baptiste Santamaria,Nice,MF,fr FRA,29.0,927,10.3,0.9,0,0,1.55,0.29,2.04,0.1,45,10,0.87,0.78,0.29,19.7,14.0,3.01,1.94,0.97,1.75,0.87,1.84,4.76,64.9,7000000.0
Baptiste Santamaria,Rennes,MF,fr FRA,29.0,482,5.4,0.1,0,1,0.74,0.19,1.85,0.37,28,3,0.74,0.19,0.74,22.2,18.1,5.0,2.04,0.74,2.22,1.67,1.3,6.3,50.0,7000000.0
